date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev	values.problemnumber	values.subjectattempts	values.targetmoves	values.subjectmoves	expressions.excessmoves	values.movestring	expressions.targetachieved	values.problemscore	values.totalscoreTOL	expressions.firstmovetime	expressions.executiontime	expressions.solutiontime	values.t_choicestart	values.t_choiceend
010713	10:41:23	10022	Language	Language	0	French	738066	0	0	10:41:23	738171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	Session	Session	0	6mo	790	0	0	10:41:23	739023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	HandFr	HandFr	0	RightFr	1441	0	0	10:41:23	740529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	AudioCheckFr	WordsFr	0	0	0	0	0	10:41:23	2217984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	CubeFr	CubeFr	1	1Cube	17556	0	0	10:41:23	2237509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1900	1	0	10:41:23	2251437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	636	0	0	10:41:23	2252090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	10:41:23	2254409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	304	0	0	10:41:23	2254742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2400	1	0	10:41:23	2257154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	294	0	0	10:41:23	2257474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1500	1	0	10:41:23	2258994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	375	0	0	10:41:23	2259393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	10:41:23	2261513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	272	0	0	10:41:23	2261806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1800	1	0	10:41:23	2263618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	310	0	0	10:41:23	2263951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	10:41:23	2265564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	300	0	0	10:41:23	2265884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	10:41:23	2267603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	309	0	0	10:41:23	2267937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	10:41:23	2270149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	275	0	0	10:41:23	2270442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2500	1	0	10:41:23	2272961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	253	0	0	10:41:23	2273268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2000	1	0	10:41:23	2275280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	279	0	0	10:41:23	2275587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2000	1	0	10:41:23	2277599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	313	0	0	10:41:23	2277933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	10:41:23	2280145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	263	0	0	10:41:23	2280425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2400	1	0	10:41:23	2282837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	243	0	0	10:41:23	2283104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	10:41:23	2284730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	254	0	0	10:41:23	2285009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2500	1	0	10:41:23	2287529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	223	0	0	10:41:23	2287769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	10:41:23	2290088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	240	0	0	10:41:23	2290354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1800	1	0	10:41:23	2292167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	289	0	0	10:41:23	2292473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	10:41:23	2294192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	343	0	0	10:41:23	2294552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1900	1	0	10:41:23	2296472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	272	0	0	10:41:23	2296765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1500	1	0	10:41:23	2298284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	396	0	0	10:41:23	2298697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	10:41:23	2300817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	279	0	0	10:41:23	2301123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	10:41:23	2302736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	328	0	0	10:41:23	2303082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	10:41:23	2305401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	254	0	0	10:41:23	2305681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	10:41:23	2307800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	271	0	0	10:41:23	2308094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2500	1	0	10:41:23	2310613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	258	0	0	10:41:23	2310893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1900	1	0	10:41:23	2312812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	267	0	0	10:41:23	2313105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2400	1	0	10:41:23	2315517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	265	0	0	10:41:23	2315811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	10:41:23	2318023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	240	0	0	10:41:23	2318289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1800	1	0	10:41:23	2320102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	257	0	0	10:41:23	2320382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	10:41:23	2322101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	274	0	0	10:41:23	2322395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2000	1	0	10:41:23	2324407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	256	0	0	10:41:23	2324687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1500	1	0	10:41:23	2326206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	281	0	0	10:41:23	2326513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	10:41:23	2328832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	263	0	0	10:41:23	2329112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	10:41:23	2331338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	205	0	0	10:41:23	2331564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2400	1	0	10:41:23	2333976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	254	0	0	10:41:23	2334256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	10:41:23	2335976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	255	0	0	10:41:23	2336256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	10:41:23	2337868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	282	0	0	10:41:23	2338175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	1800	1	0	10:41:23	2339987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	259	0	0	10:41:23	2340267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	10:41:23	2342386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	pm.simpleFrRight	pm.simpleFr	2	57	228	0	0	10:41:23	2342640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:41:23	10022	Trial2BackFr	N	3	0	1000	1	1	10:41:23	2408320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
