date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev	values.problemnumber	values.subjectattempts	values.targetmoves	values.subjectmoves	expressions.excessmoves	values.movestring	expressions.targetachieved	values.problemscore	values.totalscoreTOL	expressions.firstmovetime	expressions.executiontime	expressions.solutiontime	values.t_choicestart	values.t_choiceend
122612	13:30:31	1	Language	Language	0	French	1884	0	0	13:30:31	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
122612	13:30:31	1	Session	Session	0	6mo	993	0	0	13:30:31	3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
122612	13:30:31	1	HandFr	HandFr	0	LeftFr	3588	0	0	13:30:31	6708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
122612	13:30:31	1	AudioCheckFr	WordsFr	0	0	0	0	0	13:30:31	22829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
122612	13:30:31	1	practiceTOLFR	choice	0	nextround	6627	0	0	13:30:31	40417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	-2	nextround	0	0	0	6963	0	0	33454	40417
122612	13:30:31	1	testTOLFR	choice	0	nextround	11222	0	0	13:30:31	56007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	-2	nextround	0	0	0	11545	0	0	44462	56007
122612	13:30:31	1	testTOLFR	choice	0	background	4130	1	0	13:30:31	61189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	-3	background	0	0	0	4176	0	0	57013	61188
